,date_added
2232,"December 1, 2017"
2233,"November 1, 2019"
2234,"February 27, 2017"
2235,"March 1, 2017"
2236,"June 7, 2020"
2237,"September 1, 2016"
2238,"June 24, 2019"
2239,"August 2, 2018"
2240,"May 29, 2017"
2241,"November 1, 2020"
2242,"September 18, 2017"
2243,"May 4, 2018"
2244,"February 21, 2018"
2245,"October 3, 2019"
2246,"February 28, 2020"
2247,"January 21, 2020"
2248,"January 1, 2021"
2249,"December 9, 2016"
2250,"February 27, 2019"
2251,"August 1, 2019"
2252,"April 1, 2019"
2253,"October 11, 2019"
2254,"October 1, 2017"
2255,"October 1, 2017"
2256,"April 12, 2019"
2257,"April 17, 2019"
2258,"June 8, 2018"
2259,"March 1, 2020"
2260,"April 1, 2016"
2261,"June 12, 2020"
2262,"July 16, 2019"
2264,"April 10, 2017"
2265,"August 13, 2020"
2266,"March 3, 2020"
2267,"September 2, 2020"
2268,"February 6, 2018"
2269,"January 1, 2021"
2270,"October 21, 2019"
2271,"July 6, 2019"
2272,"December 7, 2018"
2273,"February 1, 2019"
2274,"October 1, 2020"
2275,"January 1, 2020"
2276,"October 1, 2018"
2277,"May 29, 2020"
2278,"December 15, 2017"
2279,"June 6, 2019"
2280,"February 4, 2016"
2281,"February 12, 2020"
2282,"September 4, 2017"
2283,"March 3, 2020"
2284,"March 23, 2020"
2285," January 17, 2018"
2286,"January 1, 2020"
2287,"April 18, 2018"
2289,"January 11, 2019"
2290,"April 1, 2020"
2291,"June 11, 2020"
2292,"December 5, 2016"
2293,"June 6, 2019"
2294,"April 15, 2014"
2295,"September 8, 2020"
2296,"July 15, 2018"
2297,"February 9, 2020"
2298,"November 23, 2018"
2299,"January 28, 2016"
2300,"January 28, 2016"
2301,"January 28, 2016"
2302,"July 1, 2019"
2303,"November 12, 2020"
2304,"November 23, 2018"
2305,"December 15, 2019"
2306,"September 19, 2020"
2307,"November 13, 2020"
2308,"February 23, 2020"
2309,"September 1, 2016"
2310,"January 1, 2021"
2311,"December 6, 2019"
2312,"February 19, 2018"
2313,"January 1, 2018"
2314,"December 31, 2017"
2315,"July 18, 2020"
2316,"January 1, 2018"
2317,"December 10, 2020"
2318,"September 25, 2019"
2319,"April 24, 2019"
2320,"December 10, 2020"
2321,"January 18, 2019"
2322,"April 28, 2020"
2323,"March 15, 2019"
2324,"March 10, 2017"
2325,"April 28, 2020"
2326,"July 5, 2020"
2327,"January 5, 2021"
2328,"January 29, 2019"
2329,"November 9, 2018"
2330,"December 20, 2016"
2331,"June 1, 2018"
2332,"March 6, 2018"
2333,"January 23, 2017"
2334,"November 1, 2018"
2335,"September 22, 2017"
2336,"September 15, 2017"
2337," September 7, 2016"
2338,"September 15, 2018"
2339,"December 15, 2019"
2340,"August 10, 2020"
2341,"May 19, 2020"
2342,"August 21, 2019"
2343,"August 21, 2019"
2344,"August 21, 2019"
2345,"March 23, 2018"
2346,"September 1, 2016"
2347,"December 30, 2020"
2348,"January 31, 2020"
2349,"January 8, 2021"
2350,"April 15, 2017"
2351,"August 20, 2019"
2352,"February 18, 2017"
2353,"September 1, 2018"
2354,"February 6, 2020"
2355,"January 1, 2020"
2356,"January 1, 2020"
2357,"January 1, 2020"
2358,"December 23, 2016"
2359,"December 1, 2016"
2360,"June 2, 2020"
2361,"October 9, 2018"
2362,"November 30, 2018"
2363,"May 9, 2019"
2364,"February 26, 2020"
2365,"December 10, 2018"
2366,"December 15, 2017"
2367,"July 1, 2018"
2368,"October 10, 2019"
2369,"February 1, 2018"
2370,"October 1, 2017"
2371,"April 15, 2019"
2372,"February 17, 2019"
2373,"August 1, 2017"
2374,"August 1, 2017"
2375,"February 21, 2020"
2376,"June 1, 2016"
2377,"June 30, 2020"
2378,"December 20, 2016"
2379,"September 29, 2017"
2380,"December 31, 2017"
2381,"July 31, 2020"
2382,"January 16, 2020"
2383,"May 1, 2020"
2384,"May 12, 2017"
2385,"September 9, 2020"
2386,"December 12, 2014"
2387,"November 1, 2018"
2388,"April 1, 2019"
2389,"November 1, 2017"
2390,"November 1, 2019"
2391,"October 19, 2020"
2392,"November 1, 2018"
2393,"December 31, 2019"
2394,"December 31, 2017"
2395,"April 23, 2020"
2396,"September 13, 2017"
2397,"February 24, 2019"
2398,"October 1, 2017"
2399,"October 1, 2020"
2400,"January 1, 2020"
2401,"February 24, 2019"
2402,"October 2, 2019"
2403,"February 24, 2019"
2404,"October 16, 2019"
2405,"November 25, 2020"
2406,"August 24, 2018"
2407,"December 31, 2019"
2408,"September 15, 2018"
2409,"July 18, 2020"
2410,"November 1, 2019"
2411,"October 1, 2017"
2412,"November 25, 2016"
2413,"January 1, 2021"
2414,"September 17, 2020"
2415,"December 31, 2018"
2416,"December 31, 2018"
2417,"July 15, 2018"
2418,"October 9, 2020"
2419,"January 10, 2020"
2420,"March 15, 2019"
2421,"November 1, 2018"
2422,"February 22, 2020"
2423,"February 27, 2019"
2424,"November 6, 2020"
2425,"April 21, 2017"
2426,"February 14, 2017"
2427,"September 11, 2020"
2428,"June 14, 2019"
2429,"October 1, 2019"
2430,"June 21, 2019"
2431,"December 15, 2019"
2432,"November 22, 2019"
2433,"July 26, 2019"
2434,"December 11, 2020"
2435,"July 18, 2015"
2436,"September 25, 2019"
2437,"August 17, 2020"
2438,"August 26, 2016"
2439,"November 10, 2017"
2440,"August 9, 2019"
2441,"August 14, 2020"
2442,"March 31, 2017"
2443,"August 14, 2017"
2444,"October 19, 2018"
2445,"March 13, 2020"
2446,"December 26, 2020"
2447,"May 1, 2020"
2448,"June 21, 2019"
2449,"November 15, 2019"
2450,"February 9, 2019"
2451,"July 15, 2019"
2452,"October 22, 2018"
2453,"December 16, 2017"
2454,"April 1, 2020"
2455,"December 4, 2018"
2456,"May 1, 2018"
2457,"November 22, 2017"
2458,"January 17, 2018"
2459,"July 18, 2018"
2460,"January 9, 2019"
2461,"August 20, 2020"
2462,"July 15, 2018"
2463,"December 31, 2019"
2464,"November 1, 2017"
2465,"December 31, 2019"
2466,"June 22, 2020"
2467," October 31, 2018"
2468,"December 10, 2018"
2469,"July 5, 2020"
2470,"September 28, 2020"
2471,"December 31, 2019"
2472," August 21, 2017"
2473,"January 1, 2019"
2474,"July 12, 2017"
2475,"December 10, 2019"
2476,"January 1, 2021"
2477,"October 3, 2020"
2478,"December 31, 2019"
2479,"January 1, 2021"
2480,"January 19, 2017"
2481,"April 2, 2017"
2482,"August 20, 2020"
2483,"June 21, 2019"
2484,"October 1, 2019"
2485,"November 28, 2017"
2486,"October 1, 2020"
2487,"June 2, 2019"
2488,"September 8, 2017"
2489,"May 16, 2019"
2490,"February 11, 2020"
2491,"April 30, 2020"
2492,"December 15, 2016"
2493,"January 1, 2021"
2494,"April 27, 2018"
2495,"March 6, 2018"
2496,"August 15, 2017"
2497,"December 30, 2017"
2498,"November 19, 2014"
2499,"April 25, 2019"
2500,"April 1, 2020"
2501,"December 1, 2020"
2502,"November 1, 2019"
2503," October 8, 2013"
2504,"September 30, 2019"
2505,"January 1, 2021"
2506,"October 15, 2017"
2507,"January 26, 2019"
2508,"January 15, 2020"
2509,"November 12, 2020"
2510,"October 1, 2020"
2511,"July 15, 2019"
2512,"October 16, 2020"
2513,"August 1, 2019"
2514," November 1, 2017"
2515,"March 1, 2018"
2516,"December 25, 2019"
2517,"November 1, 2018"
2518,"May 28, 2020"
2519,"May 28, 2020"
2520,"February 14, 2019"
2521,"April 20, 2019"
2522,"November 1, 2019"
2523," December 1, 2018"
2524,"October 25, 2018"
2525,"November 25, 2020"
2526,"October 1, 2017"
2527,"March 31, 2020"
2528,"November 8, 2019"
2529,"March 17, 2019"
2530,"November 8, 2019"
2531,"August 16, 2019"
2532,"November 12, 2018"
2533,"January 1, 2018"
2534,"March 20, 2020"
2535,"September 10, 2020"
2536,"April 10, 2018"
2537,"October 31, 2019"
2538,"May 9, 2020"
2539,"July 14, 2016"
2540,"February 10, 2017"
2541,"April 1, 2018"
2542,"December 15, 2020"
2543,"December 12, 2020"
2544,"January 6, 2017"
2545,"February 19, 2017"
2546,"November 30, 2019"
2547,"December 18, 2020"
2548,"October 27, 2020"
2549,"March 6, 2020"
2550,"April 1, 2020"
2551,"October 31, 2018"
2552,"February 1, 2017"
2553,"November 15, 2019"
2554,"August 12, 2020"
2556,"May 1, 2018"
2557,"September 1, 2017"
2558,"March 1, 2018"
2559,"March 1, 2019"
2560,"July 26, 2019"
2561,"August 2, 2018"
2562,"June 30, 2017"
2563,"September 1, 2020"
2564,"August 19, 2018"
2565,"March 10, 2017"
2566,"March 10, 2017"
2567,"October 2, 2020"
2568,"July 15, 2015"
2569,"May 11, 2018"
2570,"October 1, 2018"
2571,"March 15, 2018"
2572,"January 28, 2019"
2573,"November 1, 2019"
2574,"April 4, 2018"
2575,"August 2, 2018"
2576,"November 1, 2019"
2577,"April 16, 2020"
2578,"January 1, 2020"
2579,"March 8, 2019"
2580,"November 1, 2017"
2581,"January 31, 2020"
2582,"October 15, 2020"
2583,"January 2, 2020"
2584,"November 15, 2018"
2585,"May 1, 2017"
2586,"March 7, 2016"
2587,"December 14, 2017"
2588,"March 1, 2018"
2589,"November 23, 2019"
2590,"May 15, 2019"
2591,"May 2, 2019"
2592,"August 1, 2017"
2593,"January 16, 2020"
2594,"May 5, 2017"
2595,"May 2, 2020"
2596,"May 6, 2020"
2597,"August 25, 2018"
2598,"May 26, 2020"
2599,"June 19, 2018"
2600,"June 6, 2020"
2601,"February 5, 2016"
2602,"July 1, 2017"
2603,"March 1, 2018"
2604,"January 31, 2019"
2605,"March 6, 2019"
2606,"January 1, 2017"
2607,"December 15, 2016"
2608,"March 30, 2018"
2609,"November 30, 2018"
2610,"October 1, 2018"
2611,"January 1, 2018"
2612,"August 14, 2019"
2613,"February 1, 2017"
2614,"March 26, 2020"
2615,"February 8, 2017"
2616," March 16, 2016"
2617,"March 27, 2020"
2618,"July 1, 2016"
2619,"May 2, 2020"
2620,"February 1, 2017"
2621,"November 23, 2020"
2622,"October 1, 2011"
2623,"September 6, 2017"
2624,"August 1, 2020"
2625,"January 11, 2019"
2626,"May 8, 2018"
2627,"October 1, 2018"
2628,"January 19, 2018"
2629,"November 1, 2019"
2630,"October 1, 2019"
2631,"January 1, 2020"
2632,"November 25, 2018"
2633,"February 1, 2019"
2634,"April 15, 2018"
2635,"October 15, 2017"
2636,"January 15, 2017"
2637,"May 1, 2017"
2638," December 15, 2015"
2639,"October 1, 2016"
2640,"January 10, 2020"
2641,"May 23, 2017"
2642,"April 1, 2020"
2643,"March 1, 2018"
2644,"December 28, 2018"
2645,"April 17, 2020"
2646,"August 13, 2019"
2647,"July 1, 2019"
2648,"October 20, 2017"
2649,"August 21, 2017"
2650,"November 1, 2018"
2651,"October 11, 2019"
2652,"December 1, 2018"
2653,"January 2, 2018"
2654,"March 1, 2019"
2655,"May 11, 2020"
2656,"August 1, 2017"
2657,"February 1, 2019"
2658," September 8, 2015"
2659,"June 10, 2017"
2660,"November 19, 2020"
2661,"March 10, 2017"
2662,"March 1, 2020"
2663,"April 15, 2019"
2664,"December 2, 2020"
2665,"May 1, 2017"
2666,"June 1, 2018"
2667,"March 18, 2016"
2668,"January 12, 2019"
2669,"September 13, 2019"
2670,"August 25, 2018"
2671,"June 3, 2017"
2672,"January 1, 2021"
2673,"January 1, 2017"
2674,"February 1, 2019"
2675,"November 20, 2020"
2676,"November 27, 2020"
2677,"December 31, 2019"
2678,"August 1, 2019"
2679,"January 1, 2018"
2680,"May 15, 2020"
2681,"December 15, 2016"
2682,"June 22, 2018"
2683,"April 1, 2019"
2684,"September 1, 2020"
2685,"May 15, 2019"
2686,"December 1, 2018"
2687,"November 10, 2018"
2688,"September 6, 2018"
2689," May 28, 2016"
2690,"January 1, 2019"
2691,"December 1, 2018"
2692,"January 4, 2021"
2693,"July 10, 2020"
2694,"December 24, 2020"
2695,"December 18, 2017"
2696,"September 13, 2019"
2697,"October 23, 2015"
2698,"October 31, 2018"
2699,"January 15, 2021"
2700,"July 29, 2018"
2701,"August 26, 2020"
2702,"May 2, 2019"
2703,"December 31, 2019"
2704,"July 1, 2017"
2705,"October 23, 2018"
2706,"October 19, 2020"
2707,"August 1, 2018"
2708,"August 23, 2019"
2709,"February 1, 2017"
2710,"September 12, 2017"
2711,"November 1, 2018"
2712,"June 1, 2019"
2713,"November 2, 2019"
2714,"February 23, 2020"
2715,"April 9, 2020"
2716,"June 2, 2016"
2717,"July 24, 2020"
2718,"October 30, 2020"
2719,"May 19, 2017"
2720,"February 5, 2019"
2721,"March 1, 2018"
2722,"August 19, 2017"
2723,"September 20, 2020"
2724,"September 20, 2020"
2725,"September 20, 2020"
2726,"September 20, 2020"
2727,"September 20, 2020"
2728,"December 1, 2019"
2729,"February 8, 2019"
2730,"September 1, 2017"
2731,"August 19, 2020"
2732,"August 7, 2020"
2733,"January 29, 2019"
2734,"May 31, 2020"
2735,"May 19, 2017"
2736,"February 1, 2017"
2737,"August 2, 2018"
2738," December 3, 2019"
2739," November 1, 2016"
2740,"June 26, 2019"
2741,"December 14, 2020"
2742,"November 24, 2020"
2743,"November 1, 2018"
2744,"August 1, 2017"
2745,"January 17, 2020"
2746,"March 31, 2017"
2747,"October 30, 2020"
2748,"December 1, 2017"
2749,"January 13, 2017"
2750,"May 27, 2019"
2751,"May 22, 2020"
2752,"August 1, 2018"
2753,"January 5, 2021"
2754,"July 12, 2019"
2755,"November 8, 2019"
2756,"January 1, 2020"
2757,"February 10, 2017"
2758,"February 22, 2018"
2759,"August 1, 2016"
2760,"November 1, 2017"
2761,"February 15, 2019"
2762,"July 1, 2017"
2763,"May 2, 2020"
2764,"March 31, 2017"
2765,"August 1, 2017"
2766,"March 10, 2017"
2767,"September 28, 2018"
2768,"August 1, 2016"
2769,"July 11, 2020"
2770,"October 28, 2020"
2771,"November 18, 2020"
2772,"November 1, 2019"
2773,"November 28, 2019"
2774,"November 20, 2019"
2775,"July 15, 2016"
2776,"November 1, 2019"
2777,"May 1, 2020"
2778,"January 29, 2018"
2779,"December 15, 2019"
2780,"April 27, 2018"
2781,"September 1, 2016"
2782,"July 30, 2018"
2783,"July 30, 2018"
2784,"May 1, 2018"
2785,"December 18, 2020"
2786,"June 26, 2020"
2787,"October 9, 2019"
2788,"July 20, 2018"
2789,"April 17, 2019"
2790,"October 15, 2019"
2791,"June 30, 2020"
2792,"November 15, 2020"
2793,"October 1, 2019"
2794,"April 3, 2018"
2795,"December 15, 2019"
2796,"May 20, 2020"
2797,"April 30, 2019"
2798,"November 3, 2018"
2799,"January 15, 2021"
2800,"August 21, 2020"
2801,"January 16, 2020"
2802,"September 1, 2018"
2803,"September 15, 2020"
2804,"November 8, 2018"
2805,"December 15, 2019"
2806,"June 30, 2018"
2807,"August 1, 2019"
2808,"January 11, 2019"
2809,"September 17, 2020"
2810,"October 2, 2019"
2811,"April 12, 2019"
2812,"February 7, 2020"
2813,"March 12, 2020"
2814,"January 15, 2017"
2815,"January 29, 2018"
2816,"August 15, 2018"
2817,"March 1, 2016"
2818,"October 1, 2018"
2819,"December 28, 2019"
2820,"May 29, 2015"
2821,"April 21, 2017"
2822,"August 13, 2017"
2823,"November 20, 2019"
2824,"June 4, 2020"
2825,"March 16, 2017"
2826,"September 2, 2020"
2827,"October 1, 2019"
2828,"June 26, 2018"
2829,"January 24, 2019"
2830,"November 15, 2019"
2831,"May 8, 2020"
2832,"November 2, 2018"
2833,"October 11, 2020"
2834,"January 6, 2018"
2835,"July 20, 2017"
2836,"December 31, 2019"
2837,"July 13, 2018"
2838,"February 1, 2018"
2839,"June 1, 2017"
2840,"November 1, 2019"
2841,"November 1, 2019"
2842,"January 1, 2016"
2843,"April 1, 2020"
2844,"June 13, 2020"
2845,"October 20, 2018"
2846,"September 15, 2018"
2847,"April 1, 2018"
2848,"December 16, 2020"
2849,"July 21, 2020"
2850,"June 1, 2017"
2851,"September 11, 2020"
2852,"August 1, 2016"
2853,"March 16, 2017"
2854,"January 1, 2018"
2855,"October 7, 2020"
2856,"April 12, 2019"
2857,"March 1, 2020"
2858,"June 1, 2020"
2859,"February 1, 2020"
2860,"January 1, 2018"
2861,"October 1, 2020"
2862,"October 22, 2017"
2863,"April 1, 2020"
2864,"December 15, 2016"
2865,"June 23, 2018"
2866,"October 1, 2020"
2867,"January 1, 2020"
2868,"July 3, 2020"
2869,"February 28, 2020"
2870,"October 22, 2019"
2871,"October 12, 2020"
2872,"February 1, 2019"
2873," January 1, 2018"
2874,"January 1, 2017"
2875,"August 15, 2018"
2876,"November 1, 2018"
2877,"April 8, 2016"
2878,"December 1, 2019"
2879,"February 21, 2020"
2880,"December 14, 2018"
2881,"March 29, 2018"
2882,"May 24, 2019"
2883,"August 21, 2019"
2884,"June 8, 2017"
2885,"March 4, 2019"
2886,"January 31, 2020"
2887,"August 28, 2020"
2888,"October 1, 2017"
2889,"May 1, 2020"
2890,"May 26, 2017"
2891,"March 6, 2020"
2892,"July 1, 2018"
2893,"April 1, 2019"
2894,"March 3, 2017"
2895,"June 26, 2017"
2896,"June 7, 2019"
2897,"April 13, 2018"
2898,"September 2, 2017"
2899,"February 26, 2020"
2900,"July 3, 2020"
2901,"February 1, 2017"
2902,"October 28, 2016"
2903,"December 22, 2018"
2904,"October 17, 2020"
2905,"October 24, 2020"
2906,"September 16, 2019"
2907,"July 24, 2017"
2908,"February 24, 2017"
2909,"March 23, 2019"
2910,"January 31, 2019"
2911,"September 5, 2018"
2912,"August 2, 2018"
2913,"May 7, 2019"
2914,"May 15, 2019"
2915,"November 29, 2019"
2916,"May 15, 2020"
2917,"April 23, 2019"
2918,"May 20, 2020"
2919,"April 19, 2019"
2920,"October 22, 2019"
2921,"August 19, 2016"
2922,"August 6, 2019"
2923,"October 1, 2017"
2924,"October 1, 2020"
2925,"May 27, 2020"
2926,"September 13, 2019"
2927,"September 4, 2020"
2928,"November 15, 2019"
2929,"February 28, 2018"
2930,"May 25, 2018"
2931,"January 27, 2017"
2932,"August 4, 2017"
2933,"December 15, 2016"
2934,"October 1, 2017"
2935,"January 23, 2018"
2936,"October 6, 2017"
2937,"January 1, 2018"
2938,"December 15, 2018"
2939,"November 20, 2020"
2940,"March 15, 2019"
2941,"September 11, 2018"
2942,"September 1, 2019"
2943,"June 1, 2019"
2944,"September 23, 2016"
2945,"July 24, 2018"
2946,"January 23, 2015"
2947,"November 19, 2019"
2948,"September 1, 2013"
2949,"October 19, 2018"
2950,"December 7, 2019"
2951,"March 20, 2019"
2952,"August 3, 2020"
2953,"June 6, 2019"
2954,"December 15, 2016"
2955,"March 8, 2019"
2956,"December 20, 2018"
2957,"February 3, 2017"
2958,"April 5, 2019"
2959,"October 16, 2020"
2960,"January 1, 2017"
2961,"September 22, 2018"
2962,"October 1, 2011"
2963,"May 10, 2019"
2964,"December 29, 2018"
2965,"October 16, 2017"
2966,"October 30, 2020"
2967,"October 18, 2019"
2968,"May 7, 2020"
2969,"March 19, 2018"
2970,"May 7, 2019"
2971,"July 17, 2020"
2972,"January 10, 2018"
2973,"May 1, 2017"
2974,"September 27, 2019"
2975,"October 4, 2019"
2976,"March 15, 2018"
2977,"November 1, 2016"
2978,"December 16, 2020"
2979,"January 1, 2020"
2980,"March 10, 2017"
2981,"October 26, 2018"
2982,"April 8, 2017"
2983,"March 1, 2018"
2984,"September 1, 2017"
2985,"February 8, 2019"
2986,"February 17, 2017"
2987,"March 1, 2017"
2988,"March 31, 2020"
2989,"July 16, 2020"
2990,"January 1, 2019"
2991,"January 1, 2019"
2992,"January 1, 2019"
2993,"January 1, 2019"
2994,"February 1, 2017"
2995,"August 29, 2018"
2996,"April 1, 2018"
2997,"July 22, 2019"
2998,"September 14, 2018"
2999,"April 30, 2019"
3000,"November 15, 2019"
3001,"June 30, 2019"
3002,"May 15, 2020"
3003,"August 1, 2018"
3004,"December 1, 2020"
3005,"July 5, 2020"
3006,"July 1, 2019"
3007,"October 1, 2019"
3008,"January 23, 2019"
3009,"March 1, 2018"
3010,"October 11, 2019"
3011,"September 20, 2019"
3012,"September 24, 2019"
3013,"August 31, 2018"
3014,"September 15, 2018"
3015,"July 1, 2019"
3016,"January 29, 2019"
3017,"December 14, 2018"
3018,"January 8, 2021"
3019,"May 9, 2019"
3020,"May 18, 2018"
3021,"December 31, 2018"
3022,"June 28, 2019"
3023,"January 1, 2020"
3024,"July 19, 2017"
3025,"October 18, 2019"
3026,"July 21, 2016"
3027,"December 1, 2016"
3028,"July 1, 2017"
3029,"August 1, 2016"
3030,"March 10, 2019"
3031,"November 7, 2018"
3032,"October 28, 2016"
3033,"May 1, 2020"
3034,"January 1, 2021"
3035,"May 28, 2020"
3036,"December 15, 2016"
3037,"September 1, 2017"
3038,"September 1, 2017"
3039,"August 25, 2018"
3040,"September 1, 2017"
3041,"August 16, 2019"
3042,"November 1, 2019"
3043,"August 1, 2018"
3044,"January 14, 2019"
3045,"February 1, 2018"
3046,"January 18, 2019"
3047,"January 15, 2016"
3048,"January 15, 2016"
3049,"June 18, 2016"
3050,"July 21, 2020"
3051,"March 1, 2018"
3052,"March 15, 2018"
3053,"May 16, 2020"
3054,"July 19, 2019"
3055,"December 1, 2019"
3056,"February 9, 2019"
3057,"October 12, 2014"
3058,"August 1, 2020"
3059,"November 16, 2019"
3060,"February 16, 2018"
3061,"February 1, 2020"
3062,"January 8, 2021"
3063,"December 25, 2020"
3064,"September 28, 2020"
3065,"March 1, 2018"
3066,"September 28, 2020"
3067,"February 14, 2020"
3068,"August 17, 2020"
3069,"March 1, 2017"
3070,"December 15, 2019"
3071,"February 19, 2018"
3072,"March 1, 2018"
3073,"December 9, 2019"
3074,"October 25, 2019"
3075,"February 27, 2019"
3076,"November 20, 2019"
3077,"May 17, 2019"
3078,"May 3, 2019"
3079,"July 29, 2020"
3080,"March 1, 2016"
3081,"June 21, 2020"
3082,"June 6, 2019"
3083,"February 1, 2020"
3084,"April 3, 2018"
3085,"April 1, 2016"
3086,"December 20, 2019"
3087,"August 9, 2019"
3088,"September 15, 2020"
3089,"September 1, 2018"
3090,"March 22, 2020"
3091,"December 8, 2017"
3092,"December 31, 2019"
3093,"January 10, 2021"
3094,"December 2, 2017"
3095,"September 28, 2020"
3096,"February 8, 2017"
3097,"July 16, 2019"
3098,"March 31, 2013"
3099,"October 24, 2017"
3100,"December 12, 2019"
3101,"July 21, 2020"
3102,"September 22, 2020"
3103,"August 1, 2019"
3104,"June 1, 2017"
3105,"October 6, 2018"
3106,"December 22, 2019"
3107,"February 7, 2020"
3108,"March 15, 2018"
3109,"April 2, 2019"
3110,"October 1, 2018"
3111,"March 14, 2020"
3112,"December 31, 2019"
3113,"May 10, 2019"
3114,"May 2, 2018"
3115,"August 6, 2017"
3116,"October 15, 2017"
3117,"May 19, 2018"
3118,"March 27, 2018"
3119,"January 10, 2020"
3120,"September 15, 2017"
3121,"September 9, 2016"
3122,"August 8, 2019"
3123,"June 29, 2018"
3124,"August 9, 2019"
3125,"July 9, 2020"
3126,"May 1, 2017"
3127,"December 25, 2019"
3128,"October 1, 2018"
3129,"November 1, 2018"
3130,"January 1, 2019"
3131,"October 1, 2019"
3132,"October 26, 2018"
3133,"November 16, 2019"
3134,"March 15, 2019"
3135,"September 24, 2019"
3136,"March 15, 2019"
3137,"March 15, 2019"
3138,"September 12, 2017"
3139,"January 1, 2020"
3140,"March 15, 2019"
3141,"August 26, 2016"
3142,"November 12, 2019"
3143,"May 27, 2020"
3144,"April 16, 2020"
3145,"May 22, 2015"
3146,"January 3, 2017"
3147,"January 1, 2021"
3148,"October 22, 2019"
3149,"December 18, 2020"
3150,"December 20, 2017"
3151,"April 1, 2016"
3152,"August 16, 2017"
3153,"September 19, 2017"
3154,"May 5, 2020"
3155,"November 7, 2017"
3156,"January 30, 2018"
3157,"January 1, 2019"
3158,"August 1, 2017"
3159,"April 1, 2019"
3160,"May 1, 2018"
3161,"January 16, 2020"
3162,"May 1, 2017"
3163,"April 15, 2019"
3164,"June 1, 2017"
3165,"November 17, 2017"
3166,"August 11, 2016"
3167,"January 10, 2017"
3168,"August 11, 2016"
3169,"August 11, 2016"
3170,"August 11, 2016"
3171,"August 6, 2019"
3172,"July 1, 2016"
3173,"July 7, 2020"
3174,"July 13, 2018"
3175,"March 14, 2017"
3176,"November 1, 2019"
3177,"March 18, 2016"
3178,"March 12, 2019"
3179,"January 1, 2020"
3180,"July 20, 2018"
3181,"December 1, 2019"
3182,"November 13, 2020"
3183,"April 1, 2019"
3184,"June 13, 2019"
3185,"November 2, 2019"
3186,"June 5, 2019"
3187,"December 31, 2019"
3188,"June 12, 2019"
3189,"June 12, 2020"
3190,"March 28, 2017"
3191,"May 3, 2019"
3192,"October 27, 2017"
3193,"July 3, 2018"
3194,"September 8, 2017"
3195,"October 1, 2018"
3196,"April 1, 2017"
3197,"July 25, 2017"
3198,"October 2, 2018"
3199,"October 21, 2016"
3200,"August 15, 2016"
3201,"May 1, 2019"
3202,"May 2, 2019"
3203,"December 31, 2019"
3204,"May 9, 2020"
3205,"November 5, 2018"
3206,"February 1, 2018"
3207,"December 24, 2019"
3208,"May 1, 2018"
3209,"April 1, 2018"
3210,"November 13, 2015"
3211,"August 20, 2020"
3212,"June 1, 2015"
3213,"February 28, 2020"
3214,"December 21, 2018"
3215,"August 2, 2018"
3216,"May 16, 2019"
3217,"February 26, 2017"
3218,"April 16, 2019"
3219,"August 25, 2016"
3220,"January 1, 2018"
3221,"September 27, 2011"
3222,"May 26, 2017"
3223,"October 1, 2020"
3224,"January 29, 2017"
3225,"May 24, 2019"
3226,"July 3, 2020"
3227,"March 20, 2017"
3228,"January 27, 2017"
3229,"March 8, 2019"
3230,"October 31, 2017"
3231,"December 12, 2017"
3232,"October 1, 2018"
3233,"December 31, 2019"
3234,"March 1, 2018"
3235,"August 8, 2019"
3236,"September 15, 2018"
3237,"January 1, 2021"
3238,"September 10, 2020"
3239,"March 17, 2017"
3240," November 3, 2015"
3241,"December 8, 2020"
3242,"April 28, 2017"
3243,"November 1, 2020"
3244,"March 1, 2019"
3245,"August 1, 2019"
3246,"September 18, 2020"
3247,"December 3, 2020"
3248,"May 5, 2009"
3249,"September 1, 2019"
3250,"January 24, 2019"
3251,"December 10, 2020"
3252,"November 1, 2016"
3253,"February 1, 2020"
3254,"October 1, 2017"
3255,"August 31, 2018"
3256,"January 1, 2018"
3257,"October 12, 2016"
3258,"April 1, 2016"
3259,"June 24, 2016"
3260,"March 13, 2020"
3261,"December 1, 2016"
3262,"November 21, 2019"
3263,"November 15, 2019"
3264,"November 15, 2019"
3265,"December 15, 2016"
3266,"April 30, 2019"
3267,"April 30, 2019"
3268,"April 28, 2020"
3269,"December 26, 2016"
3270,"June 25, 2017"
3271,"September 10, 2020"
3272,"March 1, 2018"
3273,"August 23, 2019"
3274,"April 1, 2020"
3275,"October 30, 2020"
3276,"December 31, 2019"
3277,"August 1, 2018"
3278,"December 15, 2017"
3279,"September 13, 2019"
3280,"April 1, 2020"
3281,"May 15, 2017"
3282,"April 1, 2020"
3283,"September 19, 2019"
3284,"November 1, 2017"
3285,"June 26, 2019"
3286,"October 1, 2017"
3287,"November 1, 2018"
3288,"October 22, 2017"
3289,"July 4, 2019"
3290,"April 1, 2020"
3291,"November 1, 2018"
3292,"May 8, 2018"
3293,"June 1, 2020"
3294,"December 9, 2020"
3295,"March 1, 2018"
3296,"November 29, 2019"
3297,"October 1, 2018"
3298,"June 15, 2017"
3299,"September 4, 2020"
3300,"March 1, 2018"
3301,"March 29, 2020"
3302,"December 1, 2017"
3303,"April 1, 2020"
3304,"June 22, 2020"
3305,"March 10, 2017"
3306,"August 29, 2019"
3307,"May 19, 2020"
3308,"September 19, 2016"
3309,"December 15, 2019"
3310,"October 15, 2020"
3311,"October 22, 2017"
